palavra,fonetica-divisao_silabica
con·tra·do·mí·ni·o ,kõ.tɾa.dõ.mˈĩ.njʊ 
con·tra·é·di·to ,kõ.tɾa.ˈɛ.dʒi.tʊ 
con·tra·em·bos·ca·da ,kõ.tɾa.ẽ.boʃ.kˈa.dɐ 
con·tra·en·te ,kõ.tɾa.ˈẽ.tʃɪ 
con·tra·en·te ,kõ.tɾa.ˈẽ.tʃɪ 
con·tra·en·te ,kõ.tɾa.ˈẽ.tʃɪ 
con·tra·er·va ,kõ.tɾa.ˈɛɦ.vɐ 
con·tra·es·car·pa ,kõ.tɾa.eʃ.kˈah.pɐ 
con·traes·co·ta ,kõ.tɾa.eʃ.kˈɔ.tɐ 
con·tra·es·cri·tu·ra ,kõ.tɾa.eʃ.kɾi.tˈu.ɾɐ
con·tra·es·pi·o·na·gem ,kõ.tɾa.iʃ.pjõ.nˈa.ʒẽj 
con·tra·es·tai ,kõ.tɾa.eʃ.tˈaj 
con·traes·ti·mu·la·ção ,kõ.tɾa.eʃ.tʃĩ.mu.la.sˈɐ̃w 
con·tra·es·ti·mu·lan·te ,kõ.tɾa.eʃ.tʃĩ.mu.lˈɐ̃.tʃɪ 
con·tra·es·ti·mu·lan·te ,kõ.tɾa.eʃ.tʃĩ.mu.lˈɐ̃.tʃɪ 
con·tra·es·ti·mu·lan·te ,kõ.tɾa.eʃ.tʃĩ.mu.lˈɐ̃.tʃɪ 
con·tra·es·ti·mu·lar ,kõ.tɾa.eʃ.tʃĩ.mu.lˈaɾ 
con·tra·es·tí·mu·lo ,kõ.tɾa.eʃ.tʃˈĩ.mu.lʊ 
con·tra·fa·ção ,kõ.tɾa.fa.sˈɐ̃w 
con·tra·fac·tor ,kõ.tɾa.fa.kə.tˈoɾ 
con·tra·fa·go·te ,kõ.tɾa.fa.gˈɔ.tʃɪ 
con·tra·fai·xa ,kõ.tɾa.fˈaj.ʃɐ 
con·tra·fa·tor ,kõ.tɾa.fa.tˈoɾ 
con·tra·fa·ze·dor  ,kõ.tɾa.fa.ze.dˈoɾ 
con·tra·fa·zer ,kõ.tɾa.fa.zˈeɾ 
con·tra·fé ,kõ.tɾa.fˈɛ 
con·tra·fe·cho ,kõ.tɾa.fˈe.ʃʊ 
con·tra·fei·ção ,kõ.tɾa.fej.sˈɐ̃w 
con·tra·fei·ti·ço ,kõ.tɾa.fej.tʃˈi.sʊ 
con·tra·fei·to ,kõ.tɾa.fˈej.tʊ
con·tra·fei·to ,kõ.tɾa.fˈej.tʊ 
con·tra·fer·ro ,kõ.tɾa.fˈɛ.ɦʊ 
con·tra·fi·gu·ra ,kõ.tɾa.fi.gˈu.ɾɐ 
con·tra·fi·gu·ra ,kõ.tɾa.fi.gˈu.ɾɐ 
con·tra·fi·la ,kõ.tɾa.fˈi.lɐ 
con·tra·fi·lei·ra ,kõ.tɾa.fi.lˈej.ɾɐ 
con·tra·fi·o ,kõ.tɾa.fˈi.ʊ 
con·tra·fi·xa  ,kõ.tɾa.fˈik.sɐ 
con·tra·fi·xo  ,kõ.tɾa.fˈik.sʊ 
con·tra·flan·co ,kõ.tɾa.flˈɐ̃.kʊ 
con·tra·flo·re·a·do  ,kõ.tɾa.flo.ɾi.ˈa.dʊ 
con·tra·fo·go ,kõ.tɾa.fˈo.gʊ 
con·tra·fo·lhe·a·do ,kõ.tɾa.fo.ʎi.ˈa.dʊ 
con·tra·for·tar ,kõ.tɾa.foh.tˈaɾ 
con·tra·for·te ,kõ.tɾa.fˈɔh.tʃɪ 
con·tra·fos·so ,kõ.tɾa.fˈo.sʊ 
con·tra·fu·ga ,kõ.tɾa.fˈu.gɐ 
con·tra·fun·do ,kõ.tɾa.fˈũ.dʊ 
con·tra·gol·pe ,kõ.tɾa.gˈow.pɪ 
con·tra·gos·to ,kõ.tɾa.gˈoʃ.tʊ
con·tra·go·ver·no  ,kõ.tɾa.go.vˈeɦ.nʊ 
con·tra·guar·da  ,kõ.tɾa.gwˈaɦ.dɐ 
con·tra·guer·ri·lha  ,kõ.tɾa.ge.ɦˈi.ʎɐ 
con·tra·í·do ,kõ.tɾa.ˈi.dʊ 
con·tra·in·di·ca·ção ,kõ.tɾa.ĩ.dʒi.ka.sˈɐ̃w 
con·tra·in·di·ca·do ,kõ.tɾa.ĩ.dʒi.kˈa.dʊ 
con·tra·in·di·car ,kõ.tɾa.ĩ.dʒi.kˈaɾ 
con·train·dí·ci·o ,kõ.tɾa.ĩ.dʒˈi.sjʊ 
con·tra·in·for·ma·ção ,kõ.tɾa.ĩ.foɦ.ma.sˈɐ̃w 
con·tra·in·for·mar ,kõ.tɾa.ĩ.foɦ.mˈaɾ 
con·train·ter·pe·la·ção ,kõ.tɾa.ĩ.teh.pe.la.sˈɐ̃w 
con·tra·in·ter·ro·ga·tó·ri·o ,kõ.tɾa.ĩ.te.ɦo.ga.tˈɔ.ɾjʊ 
con·tra·ir ,kõ.tɾa.ˈiɾ 
con·tra·jus·ti·ça  ,kõ.tɾa.ʒʊʃ.tʃˈi.sɐ 
con·tra·li·ga ,kõ.tɾa.lˈi.gɐ 
con·tral·to ,kõ.tɾˈaw.tʊ 
con·tral·to ,kõ.tɾˈaw.tʊ 
con·tra·luz ,kõ.tɾa.lˈuʃ 
con·tra·ma·lha ,kõ.tɾa.mˈa.ʎɐ 
con·tra·ma·lhar  ,kõ.tɾa.ma.ʎˈaɾ
con·tra·man·da·do ,kõ.tɾa.mɐ̃.dˈa.dʊ 
con·tra·man·dar ,kõ.tɾa.mɐ̃.dˈaɾ 
con·tra·man·ga ,kõ.tɾa.mˈɐ̃.gɐ 
con·tra·ma·ni·fes·ta·ção ,kõ.tɾã.mã.ni.feʃ.ta.sˈɐ̃w 
con·tra·ma·ni·fes·tar ,kõ.tɾa.mã.ni.feʃ.tˈaɾ 
con·tra·ma·no·bra ,kõ.tɾa.mã.nˈɔ.bɾɐ 
con·tra·ma·no·brar ,kõ.tɾa.mã.no.bɾˈaɾ 
con·tra·mão ,kõ.tɾã.mˈɐ̃w 
con·tra·mar·ca ,kõ.tɾa.mˈah.kɐ 
con·tra·mar·ca·ção ,kõ.tɾa.mah.ka.sˈɐ̃w 
con·tra·mar·car ,kõ.tɾa.mah.kˈaɾ 
con·tra·mar·cha ,kõ.tɾa.mˈah.ʃɐ 
con·tra·mar·char ,kõ.tɾa.mah.ʃˈaɾ 
con·tra·ma·ré ,kõ.tɾa.ma.ɾˈɛ 
con·tra·mar·gem ,kõ.tɾa.mˈaɦ.ʒẽj 
con·tra·mar·te·lo  ,kõ.tɾa.mah.tˈɛ.lʊ 
con·tra·me·di·da  ,kõ.tɾa.me.dʒˈi.dɐ 
con·tra·mes·tre ,kõ.tɾã.mˈɛʃ.tɾɪ 
con·tra·me·ta·de ,kõ.tɾa.me.tˈa.dʒɪ
con·tra·me·ze·na ,kõ.tɾa.me.zˈẽ.nɐ 
con·tra·mi·na ,kõ.tɾa.mˈĩ.nɐ 
con·tra·mi·nar ,kõ.tɾa.mĩ.nˈaɾ 
con·tra·mi·nu·ta  ,kõ.tɾa.mĩ.nˈu.tɐ 
con·tra·mol·da·gem ,kõ.tɾa.mow.dˈa.ʒẽj 
con·tra·mol·dar ,kõ.tɾa.mow.dˈaɾ 
con·tra·mol·de ,kõ.tɾa.mˈɔw.dʒɪ 
con·tra·mon·ção ,kõ.tɾa.mõ.sˈɐ̃w 
con·tra·mo·vi·men·to ,kõ.tɾa.mo.vĩ.mˈẽ.tʊ 
con·tra·mu·ra·lha ,kõ.tɾa.mu.ɾˈa.ʎɐ 
con·tra·mu·rar ,kõ.tɾa.mu.ɾˈaɾ 
con·tra·mu·ro ,kõ.tɾa.mˈu.ɾʊ 
con·tra·na·tu·ra ,kõ.tɾã.na.tˈu.ɾɐ 
con·tra·na·tu·ral ,kõ.tɾã.na.tu.ɾˈaw 
con·tra·na·tu·ra·li·da·de ,kõ.tɾa.na.tu.ɾa.li.dˈa.dʒɪ 
con·tra·ní·vel  ,kõ.tɾa.nˈi.vew 
con·tra·no·me  ,kõ.tɾa.nˈõ.mɪ 
con·tra·no·ta ,kõ.tɾa.nˈɔ.tɐ 
con·tra·o·fen·si·va ,kõ.tɾa.o.fẽ.sˈi.vɐ
con·tra·o·fer·ta ,kõ.tɾa.o.fˈɛh.tɐ 
con·traoi·ta·va ,kõ.tɾa.oj.tˈa.vɐ 
con·tra·or·dem ,kõ.tɾa.ˈɔɦ.dẽj 
con·tra·or·de·na·ção ,kõ.tɾa.oɦ.dẽ.na.sˈɐ̃w 
con·tra·or·de·nar ,kõ.tɾa.oɦ.dẽ.nˈaɾ 
con·tra·pa·la  ,kõ.tɾa.pˈa.lɐ 
con·tra·pan·ca·da  ,kõ.tɾa.pɐ̃.kˈa.dɐ 
con·tra·pa·ren·te ,kõ.tɾa.pa.ɾˈẽ.tʃɪ 
con·tra·pa·ren·te ,kõ.tɾa.pa.ɾˈẽ.tʃɪ 
con·tra·pa·ren·tes·co  ,kõ.tɾa.pa.ɾẽ.tˈeʃ.kʊ 
con·tra·par·te ,kõ.tɾa.pˈah.tʃɪ 
con·tra·par·ti·da ,kõ.tɾa.pah.tʃˈi.dɐ 
con·tra·pas·so ,kõ.tɾa.pˈa.sʊ 
con·tra·pé ,kõ.tɾa.pˈɛ 
con·tra·pe·ço·nha ,kõ.tɾa.pe.sˈõ.ɲɐ 
con·tra·pe·dal ,kõ.tɾa.pe.dˈaw 
con·tra·pe·dal ,kõ.tɾa.pe.dˈaw 
con·tra·pe·da·lar ,kõ.tɾa.pe.da.lˈaɾ 
con·tra·pe·lo ,kõ.tɾa.pˈe.lʊ 
con·tra·per·na  ,kõ.tɾa.pˈɛɦ.nɐ
con·tra·pe·sar ,kõ.tɾa.pe.zˈaɾ 
con·tra·pe·so ,kõ.tɾa.pˈe.zʊ 
con·tra·pi·las·tra ,kõ.tɾa.pi.lˈaʃ.tɾɐ 
con·tra·pi·no  ,kõ.tɾa.pˈĩ.nʊ 
con·tra·pi·sa ,kõ.tɾa.pˈi.zɐ 
con·tra·pla·ca·do ,kõ.tɾa.pla.kˈa.dʊ 
con·tra·pla·car ,kõ.tɾa.pla.kˈaɾ 
con·tra·po·der ,kõ.tɾa.po.dˈeɾ 
con·tra·pon·ta·do  ,kõ.tɾa.põ.tˈa.dʊ 
con·tra·pon·te·ar ,kõ.tɾa.põ.tʃi.ˈaɾ 
con·tra·pon·tís·ti·co ,kõ.tɾa.põ.tʃˈiʃ.tʃi.kʊ 
con·tra·pon·to ,kõ.tɾa.pˈõ.tʊ 
con·tra·por ,kõ.tɾa.pˈoɾ 
con·tra·por·ca  ,kõ.tɾa.pˈɔh.kɐ 
con·tra·po·si·ção ,kõ.tɾa.po.zi.sˈɐ̃w 
con·tra·pos·ta ,kõ.tɾa.pˈɔʃ.tɐ 
con·tra·pre·pa·ra·ção ,kõ.tɾa.pɾe.pa.ɾa.sˈɐ̃w 
con·tra·pres·são ,kõ.tɾa.pɾe.sˈɐ̃w 
con·tra·pres·ta·ção ,kõ.tɾa.pɾeʃ.ta.sˈɐ̃w 
con·tra·prin·cí·pi·o  ,kõ.tɾa.pɾĩ.sˈi.pjʊ
con·tra·pro·du·cen·te ,kõ.tɾa.pɾo.du.sˈẽ.tʃɪ 
con·tra·pro·du·zir ,kõ.tɾa.pɾo.du.zˈiɾ 
con·tra·pro·gra·ma ,kõ.tɾa.pɾo.gɾˈɐ̃.mɐ 
con·tra·pro·je·to ,kõ.tɾa.pɾo.ʒˈɛ.tʊ 
con·tra·pro·pa·gan·da ,kõ.tɾa.pɾo.pa.gˈɐ̃.dɐ 
con·tra·pro·por ,kõ.tɾa.pɾo.pˈoɾ 
con·tra·pro·pos·ta ,kõ.tɾa.pɾo.pˈɔʃ.tɐ 
con·tra·pro·tes·to ,kõ.tɾa.pɾo.tˈɛʃ.tʊ 
con·tra·pro·va ,kõ.tɾa.pɾˈɔ.vɐ 
con·tra·pro·var ,kõ.tɾa.pɾo.vˈaɾ 
con·tra·pun·ção  ,kõ.tɾa.pũ.sˈɐ̃w 
con·tra·pu·nho ,kõ.tɾa.pˈũ.ɲʊ 
con·tra·quar·tel ,kõ.tɾa.kwah.tˈɛw 
con·tra·qui·lha ,kõ.tɾa.kˈi.ʎɐ 
con·tra·ri·a·do ,kõ.tɾa.ɾi.ˈa.dʊ 
con·tra·ri·a·men·te ,kõ.tɾa.ɾi.ã.mˈẽ.tʃɪ 
con·tra·ri·ar ,kõ.tɾa.ɾi.ˈaɾ 
con·tra·ri·á·vel ,kõ.tɾa.ɾi.ˈa.vew 
con·tra·ri·e·da·de ,kõ.tɾa.ɾje.dˈa.dʒɪ 
con·trá·ri·o ,kõ.tɾˈa.ɾjʊ
con·trá·ri·o ,kõ.tɾˈa.ɾjʊ 
con·trar·ra·ci·o·nal ,kõ.tɾa.ɦa.sjõ.nˈaw 
con·trar·ram·pa ,kõ.tɾa.ɦˈɐ̃.pɐ 
con·trar·ran·cho ,kõ.tɾa.ɦˈɐ̃.ʃʊ 
con·trar·re·a·ção ,kõ.tɾa.ɦe.a.sˈɐ̃w 
con·trar·re·gra ,kõ.tɾa.ɦˈɛ.gɾɐ 
con·trar·re·gra ,kõ.tɾa.ɦˈɛ.gɾɐ 
con·trar·re·gu·la·dor ,kõ.tɾa.ɦe.gu.la.dˈoɾ 
con·trar·re·ló·gi·o ,kõ.tɾa.ɦe.lˈɔ.ʒjʊ 
con·trar·re·pa·ro ,kõ.tɾa.ɦe.pˈa.ɾʊ 
con·trar·ré·pli·ca ,kõ.tɾa.ɦˈɛ.pli.kɐ 
con·trar·rep·to ,kõ.tɾa.ɦˈɛ.pə.tʊ 
con·trar·res·pos·ta ,kõ.tɾa.ɦeʃ.pˈɔʃ.tɐ 
con·trar·re·tá·bu·lo ,kõ.tɾa.ɦe.tˈa.bu.lʊ 
con·trar·re·vol·ta ,kõ.tɾa.ɦe.vˈɔw.tɐ 
con·trar·re·vo·lu·ção ,kõ.tɾa.ɦe.vo.lu.sˈɐ̃w 
con·trar·re·vo·lu·ci·o·nar ,kõ.tɾa.ɦe.vo.lu.sjõ.nˈaɾ 
con·trar·re·vo·lu·ci·o·ná·ri·a ,kõ.tɾa.ɦe.vo.lu.sjõ.nˈa.ɾjɐ 
con·trar·re·vo·lu·ci·o·ná·ri·o ,kõ.tɾa.ɦe.vo.lu.sjõ.nˈa.ɾjʊ 
con·trar·re·vo·lu·ci·o·ná·ri·o ,kõ.tɾa.ɦe.vo.lu.sjõ.nˈa.ɾjʊ
con·trar·ro·da ,kõ.tɾa.ɦˈɔ.dɐ 
con·trar·ro·tu·ra ,kõ.tɾa.ɦo.tˈu.ɾɐ 
con·trar·ro·tu·ra ,kõ.tɾa.ɦo.tˈu.ɾɐ 
con·trar·ru·tu·ra ,kõ.tɾa.ɦu.tˈu.ɾɐ 
con·tras·sa·fra ,kõ.tɾa.sˈa.fɾɐ 
con·tras·se·gu·ro ,kõ.tɾa.se.gˈu.ɾʊ 
con·tras·se·lar ,kõ.tɾa.se.lˈaɾ 
con·tras·se·lo ,kõ.tɾa.sˈe.lʊ 
con·tras·se·nha ,kõ.tɾa.sˈɛ̃.ɲɐ 
con·tras·sen·so ,kõ.tɾa.sˈẽ.sʊ 
con·tras·sig·ni·fi·ca·ção ,kõ.tɾa.si.gĩ.ni.fi.ka.sˈɐ̃w 
con·tras·si·nal ,kõ.tɾa.sĩ.nˈaw 
con·tras·so·nân·ci·a ,kõ.tɾa.sõ.nˈɐ̃.sjɐ 
con·tras·su·jei·to ,kõ.tɾa.su.ʒˈej.tʊ 
con·tras·ta·ção ,kõ.tɾaʃ.ta.sˈɐ̃w 
con·tras·tan·te ,kõ.tɾaʃ.tˈɐ̃.tʃɪ 
con·tras·tar ,kõ.tɾaʃ.tˈaɾ 
con·tras·ta·ri·a ,kõ.tɾaʃ.ta.ɾˈi.ɐ 
con·tras·te ,kõ.tɾˈaʃ.tʃɪ 
con·tras·ti·vo ,kõ.tɾaʃ.tʃˈi.vʊ
con·tra·ta ,kõ.tɾˈa.tɐ 
con·tra·ta·ção ,kõ.tɾa.ta.sˈɐ̃w 
con·tra·ta·co  ,kõ.tɾa.tˈa.kʊ 
con·tra·ta·da ,kõ.tɾa.tˈa.dɐ 
con·tra·ta·do ,kõ.tɾa.tˈa.dʊ 
con·tra·ta·do ,kõ.tɾa.tˈa.dʊ 
con·tra·ta·dor ,kõ.tɾa.ta.dˈoɾ 
con·tra·ta·dor ,kõ.tɾa.ta.dˈoɾ 
con·tra·ta·lho  ,kõ.tɾa.tˈa.ʎʊ 
con·tra·tan·te ,kõ.tɾa.tˈɐ̃.tʃɪ 
con·tra·tan·te ,kõ.tɾa.tˈɐ̃.tʃɪ 
con·tra·tan·te ,kõ.tɾa.tˈɐ̃.tʃɪ 
con·tra·tar ,kõ.tɾa.tˈaɾ 
con·tra·tá·vel ,kõ.tɾa.tˈa.vew 
con·tra·te·jo  ,kõ.tɾa.tˈe.ʒʊ 
con·tra·te·la ,kõ.tɾa.tˈɛ.lɐ 
con·tra·te·ma  ,kõ.tɾa.tˈɛ̃.mɐ 
con·tra·tem·po ,kõ.tɾa.tˈẽ.pʊ 
con·tra·te·nor ,kõ.tɾa.tẽ.nˈoɾ 
con·tra·ter·ra·ço  ,kõ.tɾa.te.ɦˈa.sʊ
con·tra·ter·ro·ris·ta  ,kõ.tɾa.te.ɦo.ɾˈiʃ.tɐ 
con·tra·ter·ro·ris·ta  ,kõ.tɾa.te.ɦo.ɾˈiʃ.tɐ 
con·tra·ter·ro·ris·ta  ,kõ.tɾa.te.ɦo.ɾˈiʃ.tɐ 
con·tra·tes·te·mu·nhar ,kõ.tɾa.teʃ.tẽ.mũ.ɲˈaɾ 
con·tra·to ,kõ.tɾˈa.tʊ 
con·tra·to-pro·gra·ma ,kõ.tɾˌa.tʊ.pɾo.gɾˈɐ̃.mɐ 
con·tra·to-pro·mes·sa ,kõ.tɾˌa.tʊ.pɾõ.mˈɛ.sɐ 
con·tra·tor·pe·dei·ro ,kõ.tɾa.toh.pe.dˈej.ɾʊ 
con·tra·trans·fe·rên·ci·a ,kõ.tɾa.tɾɐ̃ʃ.fe.ɾˈẽ.sjɐ 
con·tra·tra·que·te  ,kõ.tɾa.tɾa.kˈe.tʃɪ 
con·tra·tri·lho  ,kõ.tɾa.tɾˈi.ʎʊ 
con·tra·tu·al ,kõ.tɾa.tu.ˈaw 
con·tra·tu·a·li·za·ção ,kõ.tɾa.tu.a.li.za.sˈɐ̃w 
con·tra·tu·a·li·zar ,kõ.tɾa.tu.a.li.zˈaɾ 
con·tra·tu·al·men·te ,kõ.tɾa.tu.aw.mˈẽ.tʃɪ 
con·tra·tu·ra ,kõ.tɾa.tˈu.ɾɐ 
con·tra·va·lar ,kõ.tɾa.va.lˈaɾ 
con·tra·va·lor  ,kõ.tɾa.va.lˈoɾ 
con·tra·va·por ,kõ.tɾa.va.pˈoɾ 
con·tra·va·ri·an·te ,kõ.tɾa.va.ɾi.ˈɐ̃.tʃɪ
con·tra·vei·ro  ,kõ.tɾa.vˈej.ɾʊ 
con·tra·ven·ção ,kõ.tɾa.vẽ.sˈɐ̃w 
con·tra·ve·ne·no ,kõ.tɾa.vẽ.nˈẽ.nʊ 
con·tra·ven·to ,kõ.tɾa.vˈẽ.tʊ 
con·tra·ven·tor ,kõ.tɾa.vẽ.tˈoɾ 
con·tra·ven·tor ,kõ.tɾa.vẽ.tˈoɾ 
con·tra·ver·da·de ,kõ.tɾa.veɦ.dˈa.dʒɪ 
con·tra·ver·guei·ro  ,kõ.tɾa.veɦ.gˈej.ɾʊ 
con·tra·ver·são ,kõ.tɾa.veh.sˈɐ̃w 
con·tra·ver·ten·te  ,kõ.tɾa.veh.tˈẽ.tʃɪ 
con·tra·ver·ter ,kõ.tɾa.veh.tˈeɾ 
con·tra·vi·dra·ça  ,kõ.tɾa.vi.dɾˈa.sɐ 
con·tra·vir ,kõ.tɾa.vˈiɾ 
con·tra·vol·ta ,kõ.tɾa.vˈɔw.tɐ 
con·tra·vo·to ,kõ.tɾa.vˈɔ.tʊ 
con·tri·bu·i·ção ,kõ.tɾi.bwi.sˈɐ̃w 
con·tri·bu·i·dor ,kõ.tɾi.bwi.dˈoɾ 
con·tri·bu·i·dor ,kõ.tɾi.bwi.dˈoɾ 
con·tri·bu·in·te ,kõ.tɾi.bwˈĩ.tʃɪ 
con·tri·bu·in·te ,kõ.tɾi.bwˈĩ.tʃɪ
con·tri·bu·in·te ,kõ.tɾi.bwˈĩ.tʃɪ 
con·tri·bu·ir ,kõ.tɾi.bwˈiɾ 
con·tri·bu·ti·vo ,kõ.tɾi.bu.tʃˈi.vʊ 
con·tri·bu·to ,kõ.tɾi.bˈu.tʊ 
con·tri·ção ,kõ.tɾi.sˈɐ̃w 
con·tris·ta·do ,kõ.tɾiʃ.tˈa.dʊ 
con·tris·tar ,kõ.tɾiʃ.tˈaɾ 
con·tri·ta ,kõ.tɾˈi.tɐ 
con·tri·ta·men·te ,kõ.tɾi.tã.mˈẽ.tʃɪ 
con·tri·to ,kõ.tɾˈi.tʊ 
con·tri·to ,kõ.tɾˈi.tʊ 
con·tro ,kˈõ.tɾʊ 
con·tro·la·do ,kõ.tɾo.lˈa.dʊ 
con·tro·la·dor ,kõ.tɾo.la.dˈoɾ 
con·tro·la·dor ,kõ.tɾo.la.dˈoɾ 
con·tro·la·do·ra ,kõ.tɾo.la.dˈo.ɾɐ 
con·tro·lar ,kõ.tɾo.lˈaɾ 
con·tro·lá·vel ,kõ.tɾo.lˈa.vew 
con·tro·le ,kõ.tɾˈo.lɪ 
con·tro·lo ,kõ.tɾˈo.lʊ
con·tro·vér·si·a ,kõ.tɾo.vˈɛh.sjɐ 
con·tro·ver·so ,kõ.tɾo.vˈɛh.sʊ 
con·tro·ver·ter ,kõ.tɾo.veh.tˈeɾ 
con·tro·ver·ti·do ,kõ.tɾo.veh.tʃˈi.dʊ 
con·tu·do ,kõ.tˈu.dʊ 
con·tu·má·ci·a ,kõ.tũ.mˈa.sjɐ 
con·tu·maz ,kõ.tũ.mˈaʃ 
con·tu·maz ,kõ.tũ.mˈaʃ 
con·tu·maz ,kõ.tũ.mˈaʃ 
con·tu·maz·men·te  ,kõ.tũ.maʒ.mˈẽ.tʃɪ 
con·tu·mé·li·a ,kõ.tũ.mˈɛ.ljɐ 
con·tun·dên·ci·a ,kõ.tũ.dˈẽ.sjɐ 
con·tun·den·te ,kõ.tũ.dˈẽ.tʃɪ 
con·tun·den·te·men·te ,kõ.tũ.dẽ.tẽ.mˈẽ.tʃɪ 
con·tun·di·do ,kõ.tũ.dʒˈi.dʊ 
con·tun·dir ,kõ.tũ.dʒˈiɾ 
con·tur·ba·ção ,kõ.tʊɦ.ba.sˈɐ̃w 
con·tur·ba·da·men·te ,kõ.tʊɦ.ba.dã.mˈẽ.tʃɪ 
con·tur·ba·do ,kõ.tʊɦ.bˈa.dʊ 
con·tur·bar ,kõ.tʊɦ.bˈaɾ
con·tu·são ,kõ.tu.zˈɐ̃w 
con·tu·so ,kõ.tˈu.zʊ 
co·nú·bi·o ,kõ.nˈu.bjʊ 
co·nu·me·rar ,ko.nũ.me.ɾˈaɾ 
co·nur·ba·ção ,kɔ̃.nʊɦ.ba.sˈɐ̃w 
con·va·les·cen·ça ,kõ.va.le.sˈẽ.sɐ 
con·va·les·cen·te ,kõ.va.le.sˈẽ.tʃɪ 
con·va·les·cen·te ,kõ.va.le.sˈẽ.tʃɪ 
con·va·les·cen·te ,kõ.va.le.sˈẽ.tʃɪ 
con·va·les·cer ,kõ.va.le.sˈeɾ 
con·vec·ção ,kõ.vɛ.kə.sˈɐ̃w 
con·vec·tor ,kõ.vɛ.kə.tˈoɾ 
con·ven·ção ,kõ.vẽ.sˈɐ̃w 
con·ven·cer ,kõ.vẽ.sˈeɾ 
con·ven·ci·da ,kõ.vẽ.sˈi.dɐ 
con·ven·ci·do ,kõ.vẽ.sˈi.dʊ 
con·ven·ci·do ,kõ.vẽ.sˈi.dʊ 
con·ven·ci·men·to ,kõ.vẽ.sĩ.mˈẽ.tʊ 
con·ven·ci·o·na·do ,kõ.vẽ.sjõ.nˈa.dʊ 
con·ven·ci·o·na·do ,kõ.vẽ.sjõ.nˈa.dʊ
con·ven·ci·o·nal ,kõ.vẽ.sjõ.nˈaw 
con·ven·ci·o·nal ,kõ.vẽ.sjõ.nˈaw 
con·ven·ci·o·na·li·da·de ,kõ.vẽ.sjõ.na.li.dˈa.dʒɪ 
con·ven·ci·o·na·lis·mo ,kõ.vẽ.sjõ.na.lˈiʒ.mʊ 
con·ven·ci·o·nal·men·te ,kõ.vẽ.sjõ.naw.mˈẽ.tʃɪ 
con·ven·ci·o·nar ,kõ.vẽ.sjõ.nˈaɾ 
con·ve·ni·ên·ci·a ,kõ.vẽ.njˈẽ.sjɐ 
con·ve·ni·en·te ,kõ.vẽ.njˈẽ.tʃɪ 
con·ve·ni·en·te·men·te ,kõ.vẽ.njẽ.tẽ.mˈẽ.tʃɪ 
con·vé·ni·o ,kõ.vˈɛ̃.njʊ 
con·ven·to ,kõ.vˈẽ.tʊ 
con·ven·tu·al ,kõ.vẽ.tu.ˈaw 
con·ven·tu·al ,kõ.vẽ.tu.ˈaw 
con·ven·tu·al ,kõ.vẽ.tu.ˈaw 
con·ven·tu·al·men·te ,kõ.vẽ.tu.aw.mˈẽ.tʃɪ 
con·ver·gên·ci·a ,kõ.veɦ.ʒˈẽ.sjɐ 
con·ver·gen·te ,kõ.veɦ.ʒˈẽ.tʃɪ 
con·ver·gir ,kõ.veɦ.ʒˈiɾ 
con·ver·sa ,kõ.vˈɛh.sɐ 
con·ver·sa·ção ,kõ.veh.sa.sˈɐ̃w
con·ver·sa·da ,kõ.veh.sˈa.dɐ 
con·ver·sa·do ,kõ.veh.sˈa.dʊ 
con·ver·sa·do ,kõ.veh.sˈa.dʊ 
con·ver·sa·dor ,kõ.veh.sa.dˈoɾ 
con·ver·sa·dor ,kõ.veh.sa.dˈoɾ 
con·ver·sa·do·ra ,kõ.veh.sa.dˈo.ɾɐ 
con·ver·são ,kõ.veh.sˈɐ̃w 
con·ver·sar ,kõ.veh.sˈaɾ 
con·ver·sá·vel ,kõ.veh.sˈa.vew 
con·ver·so ,kõ.vˈɛh.sʊ 
con·ver·so ,kõ.vˈɛh.sʊ 
con·ver·sor ,kõ.veh.sˈoɾ 
con·ver·sor ,kõ.veh.sˈoɾ 
con·ver·ter ,kõ.veh.tˈeɾ 
con·ver·ti·bi·li·da·de ,kõ.veh.tʃi.bi.li.dˈa.dʒɪ 
con·ver·ti·da ,kõ.veh.tʃˈi.dɐ 
con·ver·ti·do ,kõ.veh.tʃˈi.dʊ 
con·ver·ti·do ,kõ.veh.tʃˈi.dʊ 
con·ver·tí·vel ,kõ.veh.tʃˈi.vew 
con·ver·tí·vel ,kõ.veh.tʃˈi.vew
con·vés ,kõ.vˈɛʃ 
con·ve·xo ,kõ.vˈɛk.sʊ 
con·vic·ção ,kõ.vik.sˈɐ̃w 
con·vic·ta·men·te ,kõ.vi.kə.tã.mˈẽ.tʃɪ 
con·vic·to ,kõ.vˈi.kə.tʊ 
con·vi·da·da ,kõ.vi.dˈa.dɐ 
con·vi·da·do ,kõ.vi.dˈa.dʊ 
con·vi·da·do ,kõ.vi.dˈa.dʊ 
con·vi·dan·te ,kõ.vi.dˈɐ̃.tʃɪ 
con·vi·dar ,kõ.vi.dˈaɾ 
con·vi·da·ti·va·men·te  ,kõ.vi.da.tʃi.vã.mˈẽ.tʃɪ 
con·vi·da·ti·vo ,kõ.vi.da.tʃˈi.vʊ 
con·vi·de ,kõ.vˈi.dʒɪ 
con·vin·cen·te ,kõ.vĩ.sˈẽ.tʃɪ 
